build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
376247561,f1b36e6e898ecd77aa4101ca08702202cc3f2967,,v1.2.4,passed,854,2018-05-08 07:43:13 UTC,376247563,376247565,376247568,push
376246924,f1b36e6e898ecd77aa4101ca08702202cc3f2967,,v1.2.5,canceled,389,2018-05-08 07:40:28 UTC,376246925,376246926,376246927,push
376245039,f1b36e6e898ecd77aa4101ca08702202cc3f2967,,master,passed,459,2018-05-08 07:33:55 UTC,376245040,376245041,376245042,push
375892513,a6c1d886405a640cb0d9ceb9f71f0fb312942c0b,194,master,failed,457,2018-05-07 17:52:11 UTC,375892514,375892515,375892516,pull_request
375892489,3ebe2f3fd1461addf9266f50f72e4ee53fbe857a,,pyup-scheduled-update-2018-05-07,failed,466,2018-05-07 17:50:50 UTC,375892490,375892491,375892492,push
375892483,781f2045ffe2f056f066781a2b9747ed987f1456,,pyup-scheduled-update-2018-05-07,passed,479,2018-05-07 17:49:15 UTC,375892484,375892485,375892486,push
375632672,781f2045ffe2f056f066781a2b9747ed987f1456,,master,passed,687,2018-05-06 20:06:21 UTC,375632673,375632674,375632675,push
375628773,10eb2ad94582829e8f933ff0179efbfb1c540922,,master,failed,453,2018-05-06 19:51:27 UTC,375628774,375628775,375628776,push
375623394,598ed1b4c5d05e7ca872f8d699db10f0aec87dbf,,master,failed,454,2018-05-06 19:28:33 UTC,375623395,375623396,375623397,push
374390565,62aa58651ec126735993fe9f22336f553b8232dc,,v1.2.3,passed,917,2018-05-03 12:36:41 UTC,374390566,374390567,374390568,push
374390514,62aa58651ec126735993fe9f22336f553b8232dc,,master,passed,448,2018-05-03 12:35:11 UTC,374390515,374390516,374390517,push
374390239,d6b457c24cf341bafd8a5b9d0289292d3a9ab748,,master,passed,509,2018-05-03 12:34:05 UTC,374390240,374390241,374390242,push
374385053,a5c2c727800ec429eae3f903085b2783917bd53c,191,master,passed,511,2018-05-03 12:18:30 UTC,374385054,374385055,374385056,pull_request
374385041,9019afaad06fe4572874fc61e42e469c8ce681df,,relax-isinstance-check,passed,471,2018-05-03 12:18:29 UTC,374385042,374385043,374385044,push
374362072,835f5dfd9bda21e59345526f762bda4b06f0d811,191,master,passed,554,2018-05-03 11:16:23 UTC,374362073,374362075,374362076,pull_request
374361875,03a472ac97d6e746ad77b72e9099ada55510612d,,relax-isinstance-check,passed,493,2018-05-03 11:15:49 UTC,374361876,374361877,374361878,push
373382804,780975bdb8b8cd7145377280e8adaf6e53f67fce,,master,passed,446,2018-05-01 08:39:54 UTC,373382805,373382806,373382807,push
373360393,cbd7e15dfa3f87ad32093e857bc4f80d0f09e73a,,v1.2.2,passed,846,2018-05-01 07:08:32 UTC,373360394,373360395,373360396,push
373360354,cbd7e15dfa3f87ad32093e857bc4f80d0f09e73a,,master,passed,444,2018-05-01 07:07:44 UTC,373360355,373360356,373360357,push
373221196,b0c59cfd00e039983d3e8e2fc45af0f6091efb4e,,master,passed,478,2018-04-30 20:56:02 UTC,373221197,373221198,373221199,push
370452526,76c7c2a544b0a4e7e9646849749bb4420d6b7dff,,master,passed,489,2018-04-24 07:51:40 UTC,370452527,370452528,370452529,370452530,push
370095576,2f9ac307abcede6ea315ba70ba1794e8b3b08d90,186,master,passed,533,2018-04-23 15:31:08 UTC,370095577,370095578,370095579,370095582,pull_request
370095561,5e31ebd71eb6236f6b67f3ded04e67f22152efa5,,pyup-scheduled-update-2018-04-23,passed,714,2018-04-23 15:28:47 UTC,370095562,370095563,370095564,370095565,push
370095556,670a2646f1765061b2488de4baeaf5d7310d5558,,pyup-scheduled-update-2018-04-23,passed,513,2018-04-23 15:27:28 UTC,370095557,370095558,370095559,370095560,push
367846235,670a2646f1765061b2488de4baeaf5d7310d5558,,master,passed,580,2018-04-17 20:32:04 UTC,367846236,367846237,367846238,367846239,push
367155124,d7a6348cf6df16ef1d23181629cdb8959ac10423,184,master,passed,598,2018-04-16 18:06:27 UTC,367155125,367155126,367155127,367155128,pull_request
367155085,06a97d8488720e3da20c8ab5bb826fc4fa7de03a,,pyup-scheduled-update-2018-04-16,passed,565,2018-04-17 19:28:50 UTC,367155086,367155087,367155089,367155091,push
367155077,5659782ab4c7f523ce038768eb1681c440bd4906,,pyup-scheduled-update-2018-04-16,errored,213,2018-04-16 15:54:13 UTC,367155078,367155079,367155080,367155081,push
367155059,404956ed0333bc28cfb897d725cc6549d75b2e1b,,pyup-scheduled-update-2018-04-16,errored,259,2018-04-16 15:53:43 UTC,367155060,367155061,367155062,367155063,push
367014962,404956ed0333bc28cfb897d725cc6549d75b2e1b,,master,passed,513,2018-04-16 06:51:55 UTC,367014963,367014964,367014965,367014966,push
366919364,9fb790b1096ed4324eb72a829fc213c29df90d1a,183,master,passed,558,2018-04-15 22:20:16 UTC,366919365,366919366,366919367,366919368,pull_request
364251712,1b7d94c5a2d2d4d37076d23ba27aa49e10e54728,,master,passed,578,2018-04-09 18:29:47 UTC,364251714,364251715,364251716,364251718,push
364114613,7a24bf90a25abeb70d8550dd7f246c1d867d1616,180,master,passed,699,2018-04-09 17:11:13 UTC,364114614,364114615,364114616,364114617,pull_request
364114588,78e53d13b53766b3bc7af1953cca0496d67ee81a,,pyup-scheduled-update-2018-04-09,passed,655,2018-04-09 17:06:57 UTC,364114589,364114590,364114591,364114592,push
364114581,9420c82fa5ab574898576446e24b6fc2dac729b8,,pyup-scheduled-update-2018-04-09,passed,553,2018-04-09 16:54:32 UTC,364114582,364114583,364114584,364114585,push
361177803,c25397add602012670fdc63aa8d3fc38fa5741b0,179,master,passed,673,2018-04-02 17:10:41 UTC,361177804,361177805,361177806,361177810,pull_request
361177776,9420c82fa5ab574898576446e24b6fc2dac729b8,,pyup-scheduled-update-2018-04-02,passed,608,2018-04-02 17:06:19 UTC,361177777,361177778,361177779,361177780,push
361177759,1bace7aba57153ecc83c1d30607a14aa986dfa8d,,pyup-scheduled-update-2018-04-02,passed,583,2018-04-02 16:53:08 UTC,361177760,361177761,361177762,361177763,push
358720601,9420c82fa5ab574898576446e24b6fc2dac729b8,,master,passed,557,2018-03-27 04:31:36 UTC,358720602,358720603,358720604,358720605,push
358404193,8317de8c97888f49563270b3d7c78d717b47ab09,178,master,passed,554,2018-03-26 18:04:16 UTC,358404194,358404195,358404196,358404197,pull_request
358403877,415ec5ef260b31ce9f0333d8dd25e91b42ab6b42,,pyup-scheduled-update-2018-03-26,passed,529,2018-03-26 17:56:27 UTC,358403878,358403879,358403880,358403881,push
358403859,0ff0a12d17887d0c0fa1d4a935fdcc52f03f1d62,,pyup-scheduled-update-2018-03-26,passed,589,2018-03-26 17:52:24 UTC,358403860,358403862,358403864,358403865,push
358403844,27bcf6bde7730b94fe146d52832b29b86c2032da,,pyup-scheduled-update-2018-03-26,passed,529,2018-03-26 17:47:04 UTC,358403845,358403848,358403852,358403853,push
358403835,6c97770f480e39cb7e7151059aebb3422e7227c2,,pyup-scheduled-update-2018-03-26,passed,554,2018-03-26 17:43:13 UTC,358403836,358403837,358403838,358403839,push
355679379,6c97770f480e39cb7e7151059aebb3422e7227c2,,master,passed,537,2018-03-20 03:15:16 UTC,355679380,355679381,355679382,355679383,push
355357425,0c0deaa9d2b420ce40e86bc71a9a00fc4908b78c,177,master,passed,529,2018-03-19 17:26:31 UTC,355357426,355357427,355357428,355357430,pull_request
355357419,67ad6b4eed479de51c2b91513be0e48680085b31,,pyup-scheduled-update-2018-03-19,passed,647,2018-03-19 17:23:27 UTC,355357420,355357422,355357423,355357424,push
355357390,41673f1cb13e01dc2341503d0531b8c236e28e07,,pyup-scheduled-update-2018-03-19,passed,392,2018-03-19 17:11:07 UTC,355357391,355357392,355357393,355357394,push
352462106,41673f1cb13e01dc2341503d0531b8c236e28e07,,master,passed,359,2018-03-12 18:40:52 UTC,352462107,352462108,352462109,352462110,push
352332153,412d80b1db0484d0a9de99269c25ce36c571aacd,175,master,passed,382,2018-03-12 17:29:06 UTC,352332160,352332161,352332163,352332167,pull_request
352331888,a337cbfd0a90795b9ca18f8787b35427a82f74fa,,pyup-scheduled-update-2018-03-12,passed,368,2018-03-12 17:27:08 UTC,352331889,352331890,352331891,352331892,push
352331866,3ff0a967267e0d021fd90642f88f95b0aeb0d2ed,,pyup-scheduled-update-2018-03-12,passed,359,2018-03-12 17:26:36 UTC,352331867,352331868,352331869,352331870,push
349774673,3ff0a967267e0d021fd90642f88f95b0aeb0d2ed,,master,passed,384,2018-03-06 11:49:00 UTC,349774674,349774675,349774676,349774677,push
349438924,7ca6026c6c49cc31c9ae0c9608ccb41ebe3da220,,master,passed,362,2018-03-05 19:10:41 UTC,349438925,349438926,349438927,349438928,push
349289004,75759e61cb003346f09605ca64b5c0802117b905,174,master,passed,408,2018-03-05 18:03:37 UTC,349289005,349289006,349289007,349289008,pull_request
349288992,c570ad9ede77cf051f4f8b2870e2849fbd992e42,,pyup-scheduled-update-2018-03-05,passed,350,2018-03-05 18:00:32 UTC,349288993,349288994,349288995,349288996,push
349288985,815020f2d3ae7529f1ad30082cae485645fe473b,,pyup-scheduled-update-2018-03-05,passed,416,2018-03-05 17:47:20 UTC,349288986,349288987,349288988,349288989,push
346391886,815020f2d3ae7529f1ad30082cae485645fe473b,,master,passed,392,2018-02-26 19:02:14 UTC,346391887,346391894,346391903,346391912,push
346279465,d66560b8997ae41da0bfb875dbce9d93d3f7ecda,,pyup-scheduled-update-2018-02-26,passed,414,2018-02-26 16:40:09 UTC,346279466,346279475,346279477,346279478,push
346279356,e3f045cef8f7b11f79a5bcbae1aa09a6d2688e11,173,master,passed,409,2018-02-26 16:37:48 UTC,346279357,346279358,346279359,346279360,pull_request
346279335,f7a86d86886a42361978e0d1bcd8e69cfe34ac27,,pyup-scheduled-update-2018-02-26,passed,369,2018-02-26 16:34:41 UTC,346279336,346279337,346279338,346279339,push
346279324,561e7452b17ed8a0848a96981066d9277182e711,,pyup-scheduled-update-2018-02-26,passed,389,2018-02-26 16:28:43 UTC,346279325,346279326,346279327,346279328,push
343450675,561e7452b17ed8a0848a96981066d9277182e711,,master,passed,398,2018-02-19 18:37:39 UTC,343450676,343450677,343450678,343450679,push
343450130,9287f544a0f4d017ac444fe5ec789d6c4e4b76b6,,master,passed,337,2018-02-19 18:21:04 UTC,343450131,343450132,343450133,343450134,push
343110685,486fab7690b3da317899b7729dabf66f40a8e1dc,171,master,passed,393,2018-02-18 20:45:04 UTC,343110686,343110687,343110688,343110689,pull_request
343110674,ebf0f2a6df6de7ef1f3856015aa7e4b585ea16d0,,refactoring,passed,361,2018-02-18 20:45:01 UTC,343110675,343110676,343110677,343110678,push
343001418,cfd3ffcd09eff9e11967b6c2049fcb893123e800,171,master,passed,386,2018-02-18 17:22:01 UTC,343001419,343001420,343001421,343001422,pull_request
343001411,6c6ccc9b1a7a219779de47b731b803df76356bbd,,refactoring,passed,367,2018-02-18 13:13:23 UTC,343001412,343001413,343001414,343001415,push
342997845,4c3af0572e1adeb48f9bc8c545d6540b1e18787d,171,master,failed,358,2018-02-18 12:48:15 UTC,342997846,342997847,342997848,342997849,pull_request
342997828,ec632fa09e805db595606ad9588cf7b680e4eec2,,refactoring,failed,452,2018-02-18 12:48:08 UTC,342997829,342997830,342997831,342997832,push
342995759,b8588ad14bd25b49dfeb82f563baeded64925c1e,171,master,failed,355,2018-02-18 12:37:19 UTC,342995760,342995761,342995762,342995763,pull_request
342995593,fbffe91bedc2e5a19854b673624ec9f335340088,,refactoring,failed,492,2018-02-18 12:36:05 UTC,342995594,342995595,342995596,342995597,push
342860690,4a5d2ddd9c6fe57785a902bfe819d4b6f695afd0,,v1.1.1,errored,1127,2018-02-17 22:24:25 UTC,342860691,342860692,342860693,342860694,push
342857420,4a5d2ddd9c6fe57785a902bfe819d4b6f695afd0,,master,passed,420,2018-02-17 22:09:55 UTC,342857421,342857422,342857423,342857424,push
340599377,eabe182137a48234da784a28dc561caeea292540,,master,passed,371,2018-02-12 19:08:35 UTC,340599378,340599379,340599380,340599381,push
340481478,fc494b6dd71b47f83dd45148f34e073f796a824a,,pyup-scheduled-update-2018-02-12,passed,408,2018-02-12 17:25:33 UTC,340481479,340481480,340481482,340481483,push
340481411,2da9424e7ff73faad25f4a4ad33d5203bd227a35,169,master,passed,507,2018-02-12 17:23:01 UTC,340481412,340481413,340481414,340481415,pull_request
340481387,e3de5a794e822dc801b97e0d73d580fdc7044893,,pyup-scheduled-update-2018-02-12,passed,585,2018-02-12 17:20:22 UTC,340481388,340481389,340481390,340481391,push
340481369,3cbec3a2ae6e80a574f3379166ac8c3fc37c096b,,pyup-scheduled-update-2018-02-12,passed,465,2018-02-12 17:19:44 UTC,340481370,340481371,340481372,340481373,push
337889104,3cbec3a2ae6e80a574f3379166ac8c3fc37c096b,,master,passed,454,2018-02-06 07:20:27 UTC,337889105,337889106,337889107,337889108,push
337544444,fb4e212c761ac31a6c84576d93e7c3ca90996f4b,,pyup-scheduled-update-2018-02-05,passed,424,2018-02-05 15:56:05 UTC,337544448,337544452,337544454,337544455,push
337544439,6ca901565a884346c404a31da962b87e7a34a0df,167,master,passed,510,2018-02-05 15:53:24 UTC,337544440,337544441,337544442,337544443,pull_request
337544429,e993f2e2991ed1a03841d5aeee974271af996ed6,,pyup-scheduled-update-2018-02-05,passed,547,2018-02-05 15:52:33 UTC,337544430,337544431,337544432,337544433,push
335504671,fb4e212c761ac31a6c84576d93e7c3ca90996f4b,,master,passed,388,2018-01-31 07:34:15 UTC,335504672,335504673,335504674,335504675,push
335502498,41494f5cf3f3db16cab028e15d984ad41428278a,,master,passed,495,2018-01-31 07:32:04 UTC,335502499,335502500,335502501,335502502,push
335502356,e2c81a43fadd1cbdfab3ba80b318fe4258dbc72b,166,master,errored,450,2018-01-31 07:30:17 UTC,335502357,335502358,335502359,335502360,pull_request
335502333,6c7cf103628b877b10fc75614b6d9e988fe2e7be,,pyup-update-multidict-4.0.0-to-4.1.0,passed,393,2018-01-31 07:28:10 UTC,335502334,335502335,335502336,335502337,push
335502328,3ab3ea57f290ddbbae64cc8139605fae0893483b,,pyup-update-multidict-4.0.0-to-4.1.0,passed,423,2018-01-31 07:26:25 UTC,335502329,335502330,335502331,335502332,push
335502245,3ab3ea57f290ddbbae64cc8139605fae0893483b,,master,passed,366,2018-01-31 07:23:33 UTC,335502246,335502247,335502248,335502249,push
335393228,cd481c51233e31b1e5d718c882ea48f759fd410a,165,master,passed,476,2018-01-31 00:26:34 UTC,335393229,335393230,335393231,335393232,pull_request
335393176,55a968d510a0802d47c1d30a9f8b4e9669f0df96,,pyup-update-pytest-3.3.2-to-3.4.0,passed,504,2018-01-31 00:24:36 UTC,335393177,335393178,335393179,335393180,push
335393171,dfd9198444d8073aeeea0d2d2799a1782402bca5,,pyup-update-pytest-3.3.2-to-3.4.0,passed,363,2018-01-31 00:22:01 UTC,335393172,335393173,335393174,335393175,push
334322066,e0f933861161bcaa8d15dc78897518a5d1df1924,164,master,passed,519,2018-01-28 10:26:31 UTC,334322067,334322068,334322069,334322070,pull_request
334322061,0a784c8633b8e5e1d469a5796b8adc73c9cf0b45,,pyup-update-multidict-4.0.0-to-4.1.0,passed,500,2018-01-28 10:23:20 UTC,334322062,334322063,334322064,334322065,push
334322054,dfd9198444d8073aeeea0d2d2799a1782402bca5,,pyup-update-multidict-4.0.0-to-4.1.0,passed,492,2018-01-28 10:20:33 UTC,334322055,334322056,334322057,334322058,push
331409305,dfd9198444d8073aeeea0d2d2799a1782402bca5,,v1.1.0,passed,1141,2018-01-21 09:39:27 UTC,331409306,331409307,331409308,331409309,push
331409104,dfd9198444d8073aeeea0d2d2799a1782402bca5,,master,passed,646,2018-01-21 09:37:08 UTC,331409105,331409106,331409107,331409108,push
329035277,829f6568916f9f3219a940720bee65103ca591c2,,v1.0.0,passed,1220,2018-01-15 12:52:49 UTC,329035278,329035279,329035280,329035281,push
329035215,829f6568916f9f3219a940720bee65103ca591c2,,master,passed,510,2018-01-15 12:50:44 UTC,329035216,329035217,329035218,329035219,push
329020084,56e17b77ec251efc76eaea5a6fe38971ba444447,,master,passed,838,2018-01-15 12:08:25 UTC,329020085,329020086,329020087,329020088,push
329011036,0cbf83dc1d15443f3b218fe4ae2f439d8e5b561b,,master,passed,562,2018-01-15 11:37:56 UTC,329011039,329011040,329011041,329011042,push
328988684,e49e4f8d382af8f794288e62938f09e2598ee715,160,master,passed,507,2018-01-15 10:27:41 UTC,328988685,328988686,328988687,328988688,pull_request
328988630,4b22150da4b11ef4a13555f13f6b76e5212fbf86,,update-query-with-multiple-keys,passed,564,2018-01-15 10:25:36 UTC,328988631,328988632,328988633,328988634,push
328970015,e49e4f8d382af8f794288e62938f09e2598ee715,160,master,failed,769,2018-01-15 10:08:57 UTC,328970016,328970019,328970020,328970022,pull_request
328969867,6cbb2967d559c935908b26f3a0c3342c0450f499,,update-query-with-multiple-keys,failed,578,2018-01-15 10:03:44 UTC,328969869,328969870,328969872,328969879,push
328969452,448b0c3ffdff58f79b7bb188498ccdf3b3b0a823,160,master,failed,569,2018-01-15 09:59:26 UTC,328969453,328969454,328969455,328969456,pull_request
328969346,fc78eae652e59ec1afe343b05f1c1e69a082ba44,,update-query-with-multiple-keys,failed,931,2018-01-15 09:55:21 UTC,328969347,328969349,328969350,328969351,push
328147002,d58c31ba95c2f45a0752df6e600554529ee3fb3c,,master,passed,569,2018-01-12 15:00:05 UTC,328147003,328147004,328147005,328147006,push
328126376,6c89ddcbca47c11232e17cec963e4a21abf7ee28,,master,passed,569,2018-01-12 14:00:58 UTC,328126377,328126378,328126380,328126381,push
328118492,611284813039f82750c8247ccb52501f97a6f726,159,master,passed,656,2018-01-12 13:38:37 UTC,328118493,328118494,328118495,328118496,pull_request
328118384,0aae49908eb4d19f29d61022afb88b682c978b8b,,encoded-build,passed,652,2018-01-12 13:38:07 UTC,328118385,328118386,328118387,328118388,push
328114623,7d8f58b7c841ee6eda1503e0097586e4bd8cd57c,,master,errored,503,2018-01-12 13:27:45 UTC,328114624,328114625,328114626,328114627,push
328107863,3d104fa536e1c1921e43db2729354e7ae9affd11,,master,passed,649,2018-01-12 13:08:59 UTC,328107864,328107865,328107866,328107867,push
328099671,75c999a406fab483b3ef54505cd65a7c66cf82f9,157,master,passed,546,2018-01-12 12:45:19 UTC,328099672,328099673,328099674,328099675,pull_request
328099658,a93cf54dba984163251d545bc9d2191cac5e4d48,,optimization,passed,534,2018-01-12 12:45:17 UTC,328099659,328099660,328099661,328099662,push
328098474,126cb54f475dce8a6c9b8b6e0147fa8c15e6df9a,157,master,passed,607,2018-01-12 12:41:42 UTC,328098475,328098476,328098477,328098478,pull_request
328097672,46e82efd5b1bf0a1f19d2c5d7f598d6de660df5f,,optimization,passed,599,2018-01-12 12:39:50 UTC,328097673,328097674,328097675,328097678,push
327896374,1192bae9a3640dd9883086a4f4386ef325e37fc8,,master,passed,536,2018-01-11 22:30:34 UTC,327896375,327896376,327896377,327896378,push
327891557,b51b37aebe069ed9ea1c723a7866b0dd89061786,,master,passed,717,2018-01-11 22:12:24 UTC,327891558,327891559,327891560,327891561,push
327858860,6dda4cba1bd4051406af5a89602d659124883eee,155,master,passed,554,2018-01-11 21:30:33 UTC,327858861,327858862,327858863,327858864,pull_request
327858851,a6c6e24f8ef84bc549ffcedc976aa1b10e6548fa,,quote_clases,passed,598,2018-01-11 21:25:52 UTC,327858852,327858853,327858854,327858855,push
327857100,81ff95b90f6abc3d9d63a2e33f64f7327596baed,,quote_clases,passed,667,2018-01-11 21:21:57 UTC,327857101,327857102,327857104,327857105,push
327857070,640f582cff7fd36977638f26ee1696785966b535,155,master,passed,580,2018-01-11 21:17:13 UTC,327857071,327857072,327857073,327857074,pull_request
327852630,d3fd75208690db711cb72dd7f08ff20eb44a199b,,quote_clases,passed,576,2018-01-11 21:13:25 UTC,327852633,327852634,327852636,327852640,push
327852539,eb612a1b7005b331710b162f4669dce032b36def,155,master,passed,595,2018-01-11 21:09:16 UTC,327852540,327852541,327852542,327852544,pull_request
327849541,901ff96bd5f27b0d6e23b6d007909d2e5e6eba0a,155,master,passed,574,2018-01-11 21:06:14 UTC,327849542,327849543,327849544,327849546,pull_request
327849521,2647fc38e7cbfc7c8aed10d501f3373f0c73bab1,,quote_clases,passed,535,2018-01-11 20:56:06 UTC,327849523,327849525,327849526,327849527,push
327846714,95e6b786727808a78d8cf29c2ec9e5f9c8c4bf12,155,master,passed,592,2018-01-11 20:31:59 UTC,327846715,327846716,327846717,327846718,pull_request
327846699,29b20be114702846d78a047e43d3192b58b98949,,quote_clases,failed,634,2018-01-11 20:28:21 UTC,327846700,327846701,327846702,327846703,push
327843506,9a2d6dc09d0384070a513949a8e72326434cbfc7,,quote_clases,errored,786,2018-01-11 20:11:13 UTC,327843508,327843509,327843510,327843511,push
327843480,9b13d0115df85a3f373f5bf468dad3dc03c3e4ea,155,master,failed,589,2018-01-11 20:09:00 UTC,327843481,327843483,327843485,327843486,pull_request
327829828,2e3e47333066ac7c72d089386b7b19e15f2a2485,155,master,passed,626,2018-01-11 19:36:25 UTC,327829829,327829830,327829831,327829832,pull_request
327829814,38f2f97e75e8a764ebfedb278b8b6ca71b0735fd,,quote_clases,passed,573,2018-01-11 19:36:13 UTC,327829815,327829816,327829817,327829818,push
327824367,575dc8623c3427e86f4b332d137313c56de36c4f,,quote_clases,passed,674,2018-01-11 19:22:10 UTC,327824368,327824369,327824370,327824371,push
327810480,38f15f147ce4808710cb7f1d327a7d5caf8a35fe,,master,passed,705,2018-01-11 18:42:38 UTC,327810481,327810482,327810483,327810484,push
327783156,3136b6490f315b4fc1d2fa7fa53522ab4ad52e47,,optimization,passed,488,2018-01-11 17:34:02 UTC,327783157,327783161,327783162,327783163,push
327783029,40e7d84ad0e449ac0adc408a61f334f7c6e05a87,154,master,passed,546,2018-01-11 17:33:46 UTC,327783031,327783032,327783033,327783034,pull_request
